orderid,productid,quantity
15853,113,2
15854,40,3
15854,66,4
15854,138,4
15855,67,2
15855,7,5
15855,141,4
15856,68,6
15856,18,5
15856,96,3
15857,70,5
15857,60,3
15857,49,5
15858,124,2
15858,18,4
15858,84,4
15859,12,2
15859,13,6
15859,16,5
15860,33,6
15860,36,2
15860,63,6
15861,91,2
15861,48,4
15861,143,3
15862,144,4
15862,68,7
15862,35,7
15863,46,3
15863,9,6
15863,6,6
15864,83,4
15864,107,5
15864,20,4
15865,31,7
15865,120,2
15865,93,3
15866,71,4
15866,6,4
15866,31,2
15867,125,3
15867,47,6
15867,66,3
15868,97,3
15868,78,7
15868,44,6
15869,89,2
15869,118,3
15869,35,3
15870,128,5
15870,124,3
15870,41,7
15871,77,7
15871,97,4
15871,146,6
15872,27,5
15872,117,5
15872,7,5
15873,88,4
15873,9,4
15873,79,2
15874,8,2
15874,83,3
15874,2,2
15875,11,2
15875,43,5
15875,145,2
15876,55,7
15876,150,3
15876,45,5
15877,97,4
15877,26,4
15877,17,7
15878,112,2
15878,61,7
15878,75,3
15879,6,6
15879,94,3
15879,104,7
15880,30,2
15880,124,3
15880,5,3
15881,20,3
15881,48,4
15881,77,5
15882,147,7
15882,9,6
15882,13,5
15883,15,5
15883,131,7
15883,6,3
15884,144,3
15884,3,5
15884,69,7
15885,28,5
15885,19,3
15885,94,7
15886,76,7
15886,76,3
15886,14,3
15887,100,6
15887,22,4
15887,35,4
15888,23,4
15888,87,4
15888,133,6
15889,63,4
15889,88,2
15889,85,4
15890,100,6
15890,53,4
15890,91,3
15891,48,2
15891,46,4
15891,129,2
15892,103,3
15892,114,6
15892,37,3
15893,36,2
15893,137,7
15893,101,3
15894,17,5
15894,40,7
15894,79,5
15895,114,6
15895,79,6
15895,54,5
15896,46,4
15896,38,2
15896,125,3
15897,95,4
15897,82,7
15897,137,6
15898,48,5
15898,107,4
15898,61,4
15899,89,4
15899,75,7
15899,102,2
15900,32,3
15900,11,7
15900,67,5
15901,143,2
15901,18,3
15901,128,6
15902,9,4
15902,118,4
15902,36,6
15903,131,6
15903,79,5
15903,44,2
15904,5,7
15904,86,3
15904,144,3
15905,42,6
15905,97,3
15905,134,7
15906,3,5
15906,38,5
15906,29,6
15907,91,5
15907,55,7
15907,136,7
15908,99,3
15908,147,6
15908,126,7
15909,113,5
15909,126,2
15909,38,7
15910,52,2
15910,58,6
15910,20,5
15911,9,2
15911,136,2
15911,34,7
15912,60,2
15912,98,6
15912,125,6
15913,40,2
15913,66,5
15913,125,3
15914,15,7
15914,4,4
15914,84,6
15915,62,3
15915,64,5
15915,149,7
15916,37,4
15916,73,2
15916,115,3
15917,25,3
15917,46,3
15917,43,5
15918,100,4
15918,76,2
15918,149,2
15919,20,7
15919,131,4
15919,43,2
15920,126,7
15920,3,6
15920,64,5
15921,17,2
15921,88,4
15921,27,2
15922,110,7
15922,55,6
15922,2,6
15923,136,3
15923,3,2
15923,7,4
15924,84,7
15924,85,2
15924,69,3
15925,138,7
15925,52,4
15925,99,4
15926,53,7
15926,122,4
15926,126,4
15927,109,7
15927,80,6
15927,149,4
15928,4,5
15928,147,2
15928,140,4
15929,28,3
15929,127,4
15929,150,5
15930,39,6
15930,1,4
15930,106,2
15931,81,4
15931,142,4
15931,116,3
15932,79,4
15932,82,4
15932,133,7
15933,15,3
15933,101,4
15933,127,7
15934,36,4
15934,64,2
15934,33,5
15935,127,3
15935,38,5
15935,81,7
15936,73,4
15936,47,5
15936,48,7
15937,70,6
15937,58,6
15937,70,6
15938,57,4
15938,13,5
15938,75,2
15939,71,4
15939,28,2
15939,82,6
15940,31,7
15940,112,4
15940,7,2
15941,35,6
15941,75,2
15941,120,6
15942,136,4
15942,37,2
15942,44,6
15943,47,7
15943,115,6
15943,64,6
15944,72,3
15944,100,4
15944,66,7
15945,83,2
15945,8,6
15945,11,7
15946,38,2
15946,145,6
15946,62,5
15947,78,7
15947,87,2
15947,137,4
15948,40,2
15948,85,2
15948,19,3
15949,38,5
15949,19,6
15949,115,3
15950,90,4
15950,123,4
15950,51,2
15951,121,2
15951,107,6
15951,92,7
15952,45,4
15952,7,4
15952,41,4
15953,10,3
15953,26,2
15953,143,7
15954,28,6
15954,56,4
15954,58,2
15955,142,5
15955,21,3
15955,36,3
15956,60,4
15956,63,3
15956,70,4
15957,103,4
15957,91,6
15957,143,6
15958,4,3
15958,135,7
15958,22,2
15959,131,6
15959,15,4
15959,112,7
15960,119,2
15960,85,5
15960,133,6
15961,90,5
15961,47,7
15961,55,4
15962,96,5
15962,147,4
15962,76,2
15963,97,3
15963,117,4
15963,142,5
15964,65,6
15964,65,3
15964,124,2
15965,21,7
15965,69,7
15965,11,4
15966,112,7
15966,72,6
15966,44,7
15967,123,7
15967,44,2
15967,43,3
15968,95,4
15968,21,7
15968,34,4
15969,106,3
15969,77,2
15969,8,6
15970,128,5
15970,14,6
15970,124,7
15971,7,6
15971,138,6
15971,31,2
15972,53,3
15972,11,5
15972,8,5
15973,147,3
15973,62,7
15973,137,6
15974,52,2
15974,107,7
15974,42,5
15975,24,6
15975,55,3
15975,91,4
15976,30,3
15976,105,5
15976,42,7
15977,81,2
15977,130,2
15977,131,4
15978,48,4
15978,32,2
15978,60,7
15979,52,2
15979,81,5
15979,137,5
15980,127,3
15980,34,2
15980,91,2
15981,92,5
15981,123,6
15981,89,5
15982,88,2
15982,99,2
15982,8,6
15983,139,4
15983,47,2
15983,85,6
15984,83,2
15984,29,7
15984,16,2
15985,34,3
15985,47,6
15985,99,2
15986,130,3
15986,114,2
15986,66,3
15987,142,4
15987,33,3
15987,25,3
15988,133,3
15988,40,7
15988,63,4
15989,69,4
15989,2,6
15989,39,3
15990,26,6
15990,111,2
15990,131,3
15991,43,6
15991,7,4
15991,144,6
15992,4,7
15992,134,6
15992,13,5
15993,72,5
15993,11,5
15993,21,2
15994,30,6
15994,139,6
15994,28,2
15995,58,5
15995,13,6
15995,34,3
15996,10,4
15996,130,3
15996,70,3
15997,106,6
15997,112,2
15997,91,6
15998,42,2
15998,75,7
15998,90,4
15999,98,2
15999,55,5
15999,66,6
16000,24,3
16000,73,2
16000,18,4
16001,32,3
16001,38,5
16001,134,7
16002,142,5
16002,105,3
16002,52,4
16003,2,4
16003,47,3
16003,30,5
16004,131,4
16004,29,7
16004,30,5
16005,42,4
16005,14,3
16005,23,7
16006,89,5
16006,90,6
16006,134,2
16007,93,5
16007,80,2
16007,60,5
16008,128,4
16008,5,4
16008,51,6
16009,23,3
16009,73,6
16009,97,2
16010,115,4
16010,28,3
16010,119,7
16011,126,2
16011,14,4
16011,37,4
16012,29,5
16012,76,2
16012,10,2
16013,95,5
16013,143,7
16013,95,5
16014,69,7
16014,96,5
16014,20,7
16015,126,7
16015,86,7
16015,46,6
16016,49,6
16016,85,3
16016,114,2
16017,108,6
16017,22,5
16017,129,2
16018,101,2
16018,143,7
16018,55,2
16019,37,2
16019,143,6
16019,130,4
16020,42,7
16020,114,5
16020,146,3
16021,100,2
16021,73,2
16021,82,4
16022,29,3
16022,19,2
16022,139,2
16023,135,7
16023,92,7
16023,50,3
16024,98,7
16024,25,6
16024,148,2
16025,52,3
16025,129,7
16025,64,3
16026,91,4
16026,63,3
16026,82,5
16027,132,5
16027,62,7
16027,117,3
16028,67,6
16028,73,6
16028,130,4
16029,87,4
16029,128,7
16029,17,6
16030,36,7
16030,94,7
16030,138,7
16031,96,3
16031,90,7
16031,131,6
16032,83,5
16032,94,7
16032,99,7
16033,83,7
16033,70,3
16033,88,3
16034,95,6
16034,94,7
16034,116,6
16035,125,4
16035,101,3
16035,72,4
16036,2,5
16036,31,3
16036,57,3
16037,123,2
16037,5,4
16037,139,2
16038,71,2
16038,146,4
16038,4,6
16039,40,7
16039,34,3
16039,87,5
16040,112,4
16040,123,2
16040,28,5
16041,106,6
16041,27,6
16041,18,6
16042,19,4
16042,40,2
16042,106,7
16043,73,2
16043,68,3
16043,129,5
16044,90,3
16044,72,2
16044,64,6
16045,124,4
16045,126,7
16045,67,4
16046,141,2
16046,94,4
16046,149,6
16047,128,7
16047,19,2
16047,97,4
16048,4,6
16048,24,4
16048,119,5
16049,50,2
16049,21,4
16049,139,2
16050,89,7
16050,103,5
16050,102,2
16051,116,3
16051,34,7
16051,8,6
16052,69,2
16052,66,3
16052,47,6
16053,81,3
16053,94,7
16053,19,6
16054,146,6
16054,150,2
16054,80,6
16055,4,6
16055,114,4
16055,75,7
16056,115,6
16056,114,7
16056,66,5
16057,140,3
16057,111,3
16057,45,3
16058,26,6
16058,106,5
16058,42,4
16059,119,7
16059,85,4
16059,56,4
16060,88,5
16060,9,3
16060,33,4
16061,66,7
16061,137,4
16061,28,4
16062,41,4
16062,20,2
16062,47,7
16063,117,7
16063,94,6
16063,85,7
16064,76,6
16064,130,3
16064,7,7
16065,81,5
16065,115,6
16065,139,5
16066,106,2
16066,28,3
16066,81,4
16067,100,7
16067,138,2
16067,52,6
16068,42,5
16068,137,7
16068,52,7
16069,149,6
16069,147,2
16069,20,5
16070,47,7
16070,35,7
16070,68,3
16071,144,7
16071,48,4
16071,128,4
16072,125,2
16072,80,5
16072,47,3
16073,37,2
16073,129,3
16073,118,4
16074,106,2
16074,64,5
16074,88,7
16075,24,2
16075,101,6
16075,3,7
16076,102,4
16076,67,2
16076,63,4
16077,70,5
16077,33,7
16077,44,4
16078,33,2
16078,69,6
16078,44,5
16079,116,7
16079,111,4
16079,139,4
16080,94,3
16080,36,2
16080,26,3
16081,103,5
16081,124,5
16081,4,3
16082,48,7
16082,100,7
16082,120,3
16083,3,2
16083,128,6
16083,20,4
16084,30,3
16084,94,2
16084,10,2
16085,51,5
16085,107,6
16085,30,7
16086,91,5
16086,11,2
16086,37,7
16087,88,2
16087,1,3
16087,98,6
16088,13,3
16088,69,3
16088,38,6
16089,103,6
16089,62,5
16089,56,7
16090,78,5
16090,122,2
16090,40,4
16091,14,2
16091,74,6
16091,65,3
16092,90,6
16092,11,6
16092,142,5
16093,119,2
16093,122,7
16093,145,6
16094,72,5
16094,109,6
16094,91,5
16095,94,7
16095,121,4
16095,75,7
16096,30,2
16096,6,6
16096,100,3
16097,127,7
16097,69,6
16097,55,6
16098,118,5
16098,25,7
16098,37,6
16099,128,2
16099,81,7
16099,60,7
16100,68,2
16100,68,5
16100,150,6
16101,133,2
16101,4,3
16101,74,2
16102,11,2
16102,16,6
16102,126,3
16103,37,7
16103,85,7
16103,113,3
16104,78,4
16104,146,2
16104,13,5
16105,10,3
16105,137,7
16105,74,7
16106,105,2
16106,9,6
16106,131,3
16107,113,5
16107,109,4
16107,96,7
16108,115,5
16108,131,4
16108,14,5
16109,133,2
16109,16,5
16109,97,2
16110,27,6
16110,137,4
16110,122,6
16111,12,2
16111,57,3
16111,126,6
16112,82,5
16112,83,4
16112,138,5
16113,63,3
16113,4,3
16113,95,5
16114,66,5
16114,71,3
16114,137,4
16115,19,7
16115,111,2
16115,2,2
16116,17,7
16116,113,6
16116,73,5
16117,21,5
16117,28,7
16117,9,2
16118,149,2
16118,12,5
16118,49,3
16119,115,6
16119,22,5
16119,99,6
16120,128,6
16120,147,2
16120,54,7
16121,110,5
16121,27,7
16121,75,2
16122,14,5
16122,111,7
16122,82,2
16123,106,6
16123,13,2
16123,95,2
16124,148,7
16124,125,5
16124,42,5
16125,94,2
16125,42,2
16125,77,7
16126,113,4
16126,129,5
16126,51,2
16127,14,2
16127,98,3
16127,104,6
16128,82,5
16128,89,5
16128,90,7
16129,45,2
16129,66,4
16129,9,3
16130,138,7
16130,144,3
16130,37,7
16131,54,7
16131,66,2
16131,144,4
16132,28,4
16132,108,4
16132,122,3
16133,146,6
16133,58,5
16133,126,2
16134,39,6
16134,130,3
16134,106,4
16135,118,5
16135,44,4
16135,52,7
16136,134,5
16136,17,6
16136,133,4
16137,143,4
16137,81,7
16137,26,2
16138,101,3
16138,115,3
16138,118,3
16139,62,7
16139,106,4
16139,127,2
16140,129,6
16140,132,3
16140,4,4
16141,57,3
16141,6,3
16141,64,2
16142,34,5
16142,143,7
16142,84,7
16143,44,5
16143,76,6
16143,8,6
16144,114,7
16144,117,4
16144,9,4
16145,118,3
16145,8,4
16145,62,3
16146,29,7
16146,106,2
16146,39,2
16147,59,7
16147,81,2
16147,71,4
16148,36,4
16148,56,5
16148,17,4
16149,11,3
16149,28,2
16149,76,7
16150,128,6
16150,89,4
16150,77,7
16151,113,7
16151,58,2
16151,142,4
16152,146,6
16152,56,5
16152,7,2
16153,102,4
16153,59,4
16153,63,5
16154,29,3
16154,80,5
16154,89,2
16155,51,4
16155,121,6
16155,84,2
16156,79,2
16156,85,3
16156,27,7
16157,62,2
16157,75,7
16157,132,2
16158,77,3
16158,128,4
16158,38,4
16159,80,7
16159,58,6
16159,130,3
16160,133,5
16160,33,5
16160,45,6
16161,23,4
16161,147,5
16161,28,4
16162,140,7
16162,82,5
16162,55,4
16163,63,2
16163,49,6
16163,138,4
16164,126,2
16164,71,2
16164,143,2
16165,109,6
16165,115,7
16165,1,3
16166,143,7
16166,28,4
16166,35,6
16167,75,4
16167,126,3
16167,129,3
16168,27,5
16168,149,4
16168,118,3
16169,60,3
16169,147,5
16169,57,6
16170,21,3
16170,99,3
16170,3,2
16171,134,7
16171,87,2
16171,20,6
16172,127,6
16172,70,4
16172,47,4
16173,61,5
16173,7,3
16173,129,7
16174,38,5
16174,48,4
16174,112,7
16175,65,3
16175,133,4
16175,82,6
16176,87,6
16176,88,2
16176,89,2
16177,83,7
16177,122,6
16177,102,6
16178,100,2
16178,12,4
16178,129,4
16179,141,5
16179,57,2
16179,70,2
16180,48,4
16180,76,5
16180,62,5
16181,10,4
16181,135,4
16181,18,5
16182,130,2
16182,128,3
16182,61,3
16183,115,6
16183,6,4
16183,89,4
16184,125,4
16184,7,4
16184,150,6
16185,137,3
16185,82,2
16185,78,3
16186,78,3
16186,49,6
16186,29,3
16187,46,2
16187,40,5
16187,129,3
16188,15,3
16188,58,2
16188,65,2
16189,72,7
16189,66,7
16189,54,6
16190,72,4
16190,123,6
16190,39,7
16191,41,5
16191,56,5
16191,149,6
16192,63,5
16192,149,7
16192,45,3
16193,63,2
16193,74,5
16193,23,2
16194,119,3
16194,58,4
16194,67,5
16195,84,2
16195,99,5
16195,111,2
16196,73,6
16196,54,3
16196,106,4
16197,9,3
16197,15,2
16197,54,7
16198,133,6
16198,131,2
16198,65,2
16199,12,5
16199,123,2
16199,59,4
16200,133,3
16200,82,4
16200,120,6
16201,32,2
16201,48,3
16201,122,5
16202,68,4
16202,72,3
16202,83,5
16203,51,4
16203,133,3
16203,38,3
16204,144,5
16204,133,5
16204,101,6
16205,84,7
16205,121,4
16205,109,4
16206,10,4
16206,131,4
16206,92,6
16207,69,5
16207,141,4
16207,12,6
16208,73,5
16208,22,7
16208,142,4
16209,36,2
16209,31,5
16209,84,3
16210,30,2
16210,28,5
16210,93,5
16211,144,2
16211,138,2
16211,93,5
16212,39,7
16212,31,2
16212,9,4
16213,11,2
16213,64,2
16213,18,6
16214,131,2
16214,139,7
16214,25,3
16215,16,4
16215,97,6
16215,95,6
16216,4,4
16216,45,5
16216,103,2
16217,115,6
16217,117,2
16217,74,5
16218,93,4
16218,114,5
16218,42,7
16219,10,2
16219,93,6
16219,5,4
16220,61,3
16220,20,3
16220,75,7
16221,114,5
16221,104,2
16221,117,5
16222,51,5
16222,72,5
16222,41,6
16223,30,6
16223,97,7
16223,101,7
16224,147,6
16224,145,4
16224,25,4
16225,99,5
16225,17,7
16225,16,7
16226,94,2
16226,21,2
16226,15,3
16227,99,6
16227,118,7
16227,109,5
16228,142,7
16228,87,6
16228,117,4
16229,111,6
16229,22,6
16229,83,2
16230,82,2
16230,150,3
16230,45,2
16231,35,7
16231,62,7
16231,34,3
16232,38,3
16232,130,4
16232,105,7
16233,13,3
16233,149,4
16233,57,3
16234,133,6
16234,113,7
16234,32,4
16235,133,4
16235,71,2
16235,149,2
16236,106,6
16236,81,3
16236,128,2
16237,58,7
16237,145,3
16237,79,6
16238,107,7
16238,121,3
16238,94,3
16239,12,5
16239,96,5
16239,16,2
16240,122,2
16240,113,7
16240,90,2
16241,59,3
16241,134,2
16241,113,3
16242,99,4
16242,85,6
16242,99,7
16243,87,4
16243,24,5
16243,33,7
16244,96,7
16244,93,5
16244,117,5
16245,80,3
16245,32,4
16245,125,7
16246,145,6
16246,52,5
16246,94,4
16247,83,7
16247,67,2
16247,17,6
16248,147,7
16248,115,7
16248,89,5
16249,107,7
16249,90,7
16249,36,7
16250,36,4
16250,90,5
16250,54,2
16251,50,3
16251,129,6
16251,57,4
16252,108,5
16252,148,2
16252,62,3
16253,64,3
16253,23,5
16253,106,2
16254,35,7
16254,10,5
16254,144,4
16255,5,7
16255,20,7
16255,144,4
16256,60,2
16256,61,3
16256,34,7
16257,118,7
16257,97,3
16257,105,5
16258,73,3
16258,69,4
16258,36,3
16259,131,5
16259,73,3
16259,29,3
16260,32,5
16260,118,7
16260,89,3
16261,110,5
16261,76,5
16261,145,5
16262,14,7
16262,96,3
16262,111,6
16263,142,7
16263,67,2
16263,34,4
16264,34,2
16264,84,3
16264,34,4
16265,31,4
16265,59,5
16265,85,7
16266,88,2
16266,124,3
16266,119,4
16267,79,2
16267,3,2
16267,38,6
16268,36,3
16268,62,2
16268,111,5
16269,21,4
16269,56,3
16269,55,6
16270,142,4
16270,127,5
16270,42,4
16271,21,7
16271,31,5
16271,135,7
16272,96,3
16272,82,5
16272,104,5
16273,81,4
16273,23,7
16273,146,5
16274,113,4
16274,39,4
16274,111,3
16275,142,5
16275,81,4
16275,50,2
16276,29,7
16276,131,3
16276,116,6
16277,141,5
16277,141,7
16277,35,7
16278,95,3
16278,120,5
16278,80,2
16279,38,6
16279,99,4
16279,55,4
16280,66,6
16280,3,6
16280,80,7
16281,102,5
16281,57,7
16281,34,3
16282,24,6
16282,112,2
16282,102,7
16283,76,6
16283,144,7
16283,51,2
16284,150,7
16284,50,2
16284,135,6
16285,56,7
16285,23,2
16285,76,7
16286,134,7
16286,88,2
16286,132,5
16287,126,3
16287,87,7
16287,52,3
16288,5,7
16288,150,3
16288,134,7
16289,28,6
16289,150,7
16289,21,3
16290,87,2
16290,120,4
16290,93,7
16291,51,6
16291,125,2
16291,28,5
16292,39,4
16292,26,6
16292,95,6
16293,100,6
16293,83,6
16293,144,4
16294,12,4
16294,76,5
16294,119,6
16295,13,7
16295,142,4
16295,64,6
16296,108,7
16296,141,5
16296,87,4
16297,93,7
16297,43,6
16297,110,5
16298,130,6
16298,102,5
16298,75,6
16299,136,5
16299,7,6
16299,18,6
16300,16,4
16300,108,6
16300,76,5
16301,88,7
16301,94,3
16301,147,3
16302,107,2
16302,72,4
16302,1,4
16303,34,2
16303,91,5
16303,20,7
16304,75,5
16304,120,4
16304,125,2
16305,24,3
16305,120,5
16305,34,5
16306,82,4
16306,60,3
16306,104,7
16307,70,7
16307,69,2
16307,99,5
16308,81,4
16308,69,2
16308,83,4
16309,106,5
16309,142,4
16309,78,4
16310,59,7
16310,13,4
16310,147,4
16311,57,2
16311,74,6
16311,128,7
16312,63,2
16312,56,6
16312,17,3
16313,61,3
16313,4,4
16313,131,4
16314,37,6
16314,68,2
16314,84,7
16315,12,3
16315,131,6
16315,82,6
16316,49,7
16316,14,7
16316,95,7
16317,85,4
16317,136,7
16317,49,4
16318,85,3
16318,91,3
16318,3,2
16319,87,5
16319,138,7
16319,113,6
16320,119,4
16320,54,6
16320,70,3
16321,122,2
16321,19,4
16321,26,2
16322,4,2
16322,90,2
16322,143,3
16323,128,2
16323,10,4
16323,38,5
16324,144,2
16324,2,4
16324,2,3
16325,125,6
16325,79,4
16325,83,7
16326,71,3
16326,24,6
16326,142,7
16327,137,5
16327,113,5
16327,149,7
16328,107,5
16328,84,7
16328,123,4
16329,126,6
16329,140,4
16329,1,5
16330,86,2
16330,105,3
16330,85,4
16331,79,5
16331,58,7
16331,11,4
16332,107,6
16332,92,7
16332,99,3
16333,145,2
16333,64,2
16333,129,6
16334,68,3
16334,131,3
16334,142,6
16335,134,2
16335,85,3
16335,54,5
16336,81,6
16336,107,4
16336,73,2
16337,60,2
16337,16,5
16337,29,7
16338,105,2
16338,58,5
16338,85,7
16339,65,2
16339,148,5
16339,25,6
16340,75,4
16340,23,7
16340,143,3
16341,121,3
16341,79,7
16341,90,3
16342,54,6
16342,16,6
16342,50,3
16343,121,6
16343,55,6
16343,7,6
16344,124,7
16344,66,2
16344,31,4
16345,109,7
16345,133,5
16345,126,4
16346,66,6
16346,106,3
16346,90,6
16347,138,5
16347,144,6
16347,79,3
16348,58,2
16348,139,6
16348,109,4
16349,132,3
16349,74,3
16349,121,3
16350,135,7
16350,94,7
16350,48,5
16351,52,5
16351,23,2
16351,139,6
16352,103,2
16352,9,4
16352,122,7
16353,64,6
16353,73,6
16353,88,6
16354,84,5
16354,88,3
16354,64,4
16355,70,2
16355,23,7
16355,85,2
16356,106,2
16356,37,7
16356,28,4
16357,60,2
16357,4,4
16357,58,2
16358,27,2
16358,137,6
16358,42,4
16359,75,5
16359,103,3
16359,45,6
16360,136,2
16360,10,7
16360,75,6
16361,115,5
16361,33,6
16361,5,2
16362,120,5
16362,15,3
16362,29,6
16363,132,3
16363,112,4
16363,148,5
16364,124,2
16364,9,4
16364,48,3
16365,95,6
16365,5,4
16365,45,5
16366,150,5
16366,48,7
16366,105,6
16367,134,4
16367,54,3
16367,41,5
16368,109,5
16368,52,7
16368,85,4
16369,84,5
16369,85,2
16369,36,3
16370,120,2
16370,148,5
16370,51,7
16371,117,7
16371,91,7
16371,43,6
16372,99,3
16372,70,5
16372,13,3
16373,130,5
16373,116,4
16373,96,3
16374,23,6
16374,149,6
16374,44,2
16375,133,5
16375,40,4
16375,40,7
16376,89,4
16376,67,6
16376,18,3
16377,119,4
16377,5,6
16377,5,2
16378,3,6
16378,24,3
16378,145,3
16379,4,3
16379,14,2
16379,75,3
16380,29,5
16380,149,7
16380,89,2
16381,101,2
16381,143,7
16381,44,5
16382,133,7
16382,61,3
16382,149,6
16383,71,7
16383,112,7
16383,143,2
16384,53,4
16384,47,4
16384,108,3
16385,101,7
16385,31,4
16385,102,5
16386,116,2
16386,80,3
16386,103,5
16387,10,2
16387,6,4
16387,92,7
16388,113,5
16388,64,5
16388,41,2
16389,46,3
16389,131,6
16389,76,4
16390,59,6
16390,147,4
16390,49,5
16391,113,4
16391,31,2
16391,44,2
16392,18,7
16392,43,5
16392,58,7
16393,127,7
16393,90,5
16393,51,2
16394,130,4
16394,86,2
16394,125,6
16395,67,5
16395,8,7
16395,49,6
16396,8,4
16396,147,4
16396,36,2
16397,48,4
16397,68,6
16397,126,6
16398,9,2
16398,57,4
16398,134,3
16399,123,5
16399,24,3
16399,9,2
16400,3,3
16400,42,2
16400,75,6
16401,143,3
16401,37,4
16401,133,7
16402,1,7
16402,57,2
16402,72,4
16403,105,5
16403,116,4
16403,27,4
16404,82,5
16404,114,4
16404,120,2
16405,6,5
16405,90,2
16405,92,3
16406,127,6
16406,93,6
16406,120,2
16407,139,5
16407,135,7
16407,54,6
16408,13,2
16408,148,2
16408,3,2
16409,125,3
16409,117,2
16409,96,6
16410,14,2
16410,79,4
16410,149,2
16411,75,2
16411,114,6
16411,53,7
16412,110,6
16412,46,6
16412,121,2
16413,97,5
16413,42,5
16413,31,5
16414,23,5
16414,131,2
16414,57,4
16415,24,4
16415,98,2
16415,119,2
16416,35,5
16416,34,4
16416,143,4
16417,63,5
16417,104,7
16417,17,5
16418,150,3
16418,23,7
16418,40,5
16419,110,4
16419,141,4
16419,56,2
16420,131,7
16420,147,2
16420,64,2
16421,125,6
16421,105,4
16421,48,4
16422,145,7
16422,29,2
16422,62,6
16423,68,7
16423,107,2
16423,26,5
16424,32,3
16424,112,2
16424,110,3
16425,42,2
16425,92,6
16425,83,5
16426,4,6
16426,134,7
16426,112,5
16427,57,7
16427,145,3
16427,98,6
16428,1,2
16428,12,4
16428,37,3
16429,77,3
16429,29,5
16429,141,7
16430,62,3
16430,140,7
16430,86,4
16431,38,5
16431,53,4
16431,85,3
16432,97,4
16432,111,2
16432,62,6
16433,12,4
16433,74,3
16433,38,4
16434,84,4
16434,6,2
16434,103,2
16435,104,5
16435,44,3
16435,148,6
16436,66,3
16436,136,7
16436,96,6
16437,146,2
16437,114,4
16437,42,3
16438,42,2
16438,97,3
16438,55,4
16439,27,2
16439,111,6
16439,136,5
16440,126,4
16440,78,3
16440,35,4
16441,99,6
16441,116,5
16441,74,6
16442,60,4
16442,76,3
16442,97,3
16443,37,5
16443,15,2
16443,129,5
16444,141,4
16444,141,6
16444,74,5
16445,75,7
16445,94,2
16445,48,4
16446,58,3
16446,125,3
16446,89,2
16447,91,7
16447,34,2
16447,1,6
16448,1,7
16448,30,4
16448,122,3
16449,74,5
16449,48,7
16449,10,5
16450,133,3
16450,30,4
16450,51,5
16451,69,6
16451,79,5
16451,55,7
16452,17,6
16452,75,7
16452,75,3
16453,19,4
16453,109,7
16453,56,7
16454,123,5
16454,44,5
16454,140,7
16455,88,7
16455,94,7
16455,5,6
16456,80,3
16456,34,3
16456,109,2
16457,71,3
16457,125,3
16457,95,4
16458,5,7
16458,64,3
16458,20,6
16459,66,3
16459,29,6
16459,7,7
16460,146,5
16460,48,2
16460,10,4
16461,97,7
16461,94,5
16461,121,5
16462,72,3
16462,96,5
16462,144,7
16463,9,6
16463,88,3
16463,80,7
16464,83,4
16464,25,6
16464,40,6
16465,76,5
16465,14,3
16465,58,5
16466,54,7
16466,65,7
16466,123,2
16467,106,3
16467,43,3
16467,89,7
16468,89,2
16468,79,7
16468,38,5
16469,2,6
16469,62,5
16469,66,2
16470,103,3
16470,95,2
16470,78,5
16471,87,5
16471,58,6
16471,50,2
16472,96,6
16472,17,4
16472,102,2
16473,70,3
16473,64,4
16473,104,3
16474,25,2
16474,19,6
16474,3,5
16475,100,2
16475,42,3
16475,45,6
16476,105,5
16476,4,2
16476,48,2
16477,107,5
16477,126,6
16477,89,3
16478,4,5
16478,105,5
16478,14,5
16479,24,5
16479,77,3
16479,78,4
16480,93,5
16480,106,3
16480,111,3
16481,150,2
16481,66,2
16481,68,3
16482,24,2
16482,124,4
16482,141,5
16483,79,2
16483,81,5
16483,53,7
16484,15,7
16484,25,3
16484,20,3
16485,102,5
16485,47,4
16485,57,3
16486,9,7
16486,117,2
16486,43,4
16487,34,7
16487,133,7
16487,92,3
16488,145,6
16488,39,7
16488,139,3
16489,8,5
16489,65,5
16489,41,6
16490,88,5
16490,14,4
16490,9,4
16491,102,7
16491,8,4
16491,131,2
16492,126,7
16492,12,6
16492,120,5
16493,30,7
16493,49,3
16493,77,4
16494,64,6
16494,99,4
16494,62,7
16495,129,2
16495,45,2
16495,6,2
16496,85,3
16496,124,4
16496,146,7
16497,110,4
16497,61,4
16497,121,6
16498,78,7
16498,48,5
16498,92,4
16499,128,6
16499,56,6
16499,108,3
16500,95,7
16500,116,6
16500,33,7
16501,104,5
16501,38,7
16501,44,6
16502,141,7
16502,56,5
16502,38,3
16503,48,7
16503,13,3
16503,69,6
16504,124,2
16504,7,4
16504,32,3
16505,140,2
16505,58,2
16505,21,7
16506,129,4
16506,26,2
16506,6,6
16507,23,7
16507,18,2
16507,60,5
16508,98,4
16508,94,4
16508,13,4
16509,10,4
16509,70,3
16509,110,5
16510,50,5
16510,3,2
16510,2,7
16511,106,4
16511,31,7
16511,59,2
16512,81,2
16512,119,6
16512,10,3
16513,77,6
16513,37,3
16513,136,2
16514,66,5
16514,15,3
16514,78,2
16515,120,5
16515,45,5
16515,7,2
16516,8,2
16516,150,3
16516,88,7
16517,62,6
16517,48,6
16517,40,5
16518,114,3
16518,35,2
16518,144,5
16519,77,4
16519,124,6
